SKU,Brand_Product_Size,Brand,Product Name,COL Price,COL ppu,COL Size,COL Specials,COL Category,Product URL
3697968P,Elite Kif Kef Wafer White 45g,Elite,Kif Kef Wafer White,1.75,$3.89 per 100G,45g,,International Foods,https://shop.coles.com.au/a/national/product/elite-kif-kef-wafer-white
8450951P,Griffin's Ginger Nuts Biscuits 250g,Griffin's,Ginger Nuts Biscuits,2.85,$1.14 per 100G,250g,,International Foods,https://shop.coles.com.au/a/national/product/griffins-ginger-nuts
3083365P,Siena Anchovy Fillets 560g,Siena,Anchovy Fillets,17.5,$31.25 per 1Kg,560g,,International Foods,https://shop.coles.com.au/a/national/product/siena-anchovy-fillets
3725510P,Coles Asia Singapore Noodles 400g,Coles,Asia Singapore Noodles,1.85,$0.46 per 100G,400g,,International Foods,https://shop.coles.com.au/a/national/product/coles-asia-singapore-nodles
3737020P,Lee Kum Kee Premium Dark Soy Sauce 250mL,Lee Kum Kee,Premium Dark Soy Sauce,3.5,$1.40 per 100mL,250mL,,International Foods,https://shop.coles.com.au/a/national/product/le-kum-ke-premium-dark-soy-sauce
5310322P,Forelli Salt & Vinegar Rice Crackers 100g,Forelli,Salt & Vinegar Rice Crackers,2.65,$2.65 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/forelli-rice-crackers-slt-vingr
2020585P,Meiji Yan Yan Chocolate Dip Stick Biscuits 50g,Meiji,Yan Yan Chocolate Dip Stick Biscuits,1.8,$3.60 per 100G,50g,Specials,International Foods,https://shop.coles.com.au/a/national/product/meiji-yan-yan-chocolate-dip-stick-biscuits
3817550P,Royal Fields Baby Peppers Biberiye Pickles 340g,Royal Fields,Baby Peppers Biberiye Pickles,3.9,$1.15 per 100G,340g,,International Foods,https://shop.coles.com.au/a/national/product/royal-fields-pickles-baby-peppers-biberiye
3656359P,Haddar Teriyaki Sauce 296mL,Haddar,Teriyaki Sauce,5.8,$1.96 per 100mL,296mL,,International Foods,https://shop.coles.com.au/a/national/product/haddar-teriyaki-sauce
1872739P,Taj Mahal Black Tea Leaf 900g,Taj Mahal,Black Tea Leaf,11.0,$1.22 per 100G,900g,,International Foods,https://shop.coles.com.au/a/national/product/taj-mahal-black-loose-leaf-tea
3728154P,Calbee Pizza Potato Chips 55g,Calbee,Pizza Potato Chips,2.5,$4.55 per 100G,55g,Specials,International Foods,https://shop.coles.com.au/a/national/product/calbe-potato-chips-pizza-3728154p
5991015P,Lee Kum Kee Panda Brand Oyster Sauce 510g,Lee Kum Kee,Panda Brand Oyster Sauce,3.7,$0.73 per 100G,510g,Specials,International Foods,https://shop.coles.com.au/a/national/product/lee-kum-kee-sauce-oyster-panda
3335286P,Mother's Recipe Mango Pickle Hot 500g,Mother's Recipe,Mango Pickle Hot,3.2,$0.64 per 100G,500g,Specials,International Foods,https://shop.coles.com.au/a/national/product/mothers-receipe-mango-pickle-hot
3652449P,Leiber's Chocolate Sandwich Minios Cookies 227g,Leiber's,Chocolate Sandwich Minios Cookies,5.5,$2.42 per 100G,227g,,International Foods,https://shop.coles.com.au/a/national/product/liebers-chocolate-sandwich-minios-cookies
4440402P,Peck's Anchovette Fish Paste 125g,Peck's,Anchovette Fish Paste,2.7,$2.16 per 100G,125g,,International Foods,https://shop.coles.com.au/a/national/product/pecks-jar-paste-anchovette
9149615P,Elite Milk Chocolate 85g,Elite,Milk Chocolate,3.3,$3.88 per 100G,85g,,International Foods,https://shop.coles.com.au/a/national/product/elite-chocolate-milk
8601300P,Neronim Sabbath Candles 72 pack,Neronim,Sabbath Candles,23.25,$0.32 per 1Ea,72 pack,,International Foods,https://shop.coles.com.au/a/national/product/neronim-candles-sabbath-silver-plated
6920090P,Maynards Original Wine Gum Rolls 39g,Maynards,Original Wine Gum Rolls,1.4,$3.59 per 100G,39g,,International Foods,https://shop.coles.com.au/a/national/product/maynards-original-wine-gum-rolls
9434688P,Lee Kum Kee Soy Sauce 150mL,Lee Kum Kee,Soy Sauce,2.7,$1.80 per 100mL,150mL,,International Foods,https://shop.coles.com.au/a/national/product/lee-kum-kee-sauce-soy-9434688p
2236370P,MTR Badam Drink 180mL 6 pack,MTR,Badam Drink 180mL,8.5,$1.42 per 1Ea,6 pack,,International Foods,https://shop.coles.com.au/a/national/product/mtr-badam-drink
3113499P,Cobs Sea Salt Organic Popcorn 80g,Cobs,Sea Salt Organic Popcorn,3.5,$4.38 per 100G,80g,,International Foods,https://shop.coles.com.au/a/national/product/cobs-organic--sea-salt-popcorn
3728187P,Calbee Hot & Spicy Potato Chips 55g,Calbee,Hot & Spicy Potato Chips,2.5,$4.55 per 100G,55g,Specials,International Foods,https://shop.coles.com.au/a/national/product/calbe-potato-chips-hot-spicy-3728187p
3746214P,Yi Feng Dry Starch Ball 250g,Yi Feng,Dry Starch Ball,3.2,$1.28 per 100G,250g,Specials,International Foods,https://shop.coles.com.au/a/national/product/yi-feng-dry-starch-ball
3642864P,Jelly B Drinkable Konjac Jelly Grape Flavour 150mL,Jelly B,Drinkable Konjac Jelly Grape Flavour,2.7,$1.80 per 100mL,150mL,Specials,International Foods,https://shop.coles.com.au/a/national/product/yacoya-jelly-b-drinkable-konjac-jelly-grape
5457273P,Eskal Falafel Mix 180g,Eskal,Falafel Mix,3.59,$1.99 per 100G,180g,,International Foods,https://shop.coles.com.au/a/national/product/telma-falafel-mix-5457273p
3801593P,Old El Paso Tortilla Pockets Kit 375g,Old El Paso,Tortilla Pockets Kit,5.0,$1.33 per 100G,375g,Specials,International Foods,https://shop.coles.com.au/a/national/product/old-el-paso-tortilla-pockets
3083456P,Aoun Rose Water 500mL,Aoun,Rose Water,4.0,$8.00 per 1L,500mL,,International Foods,https://shop.coles.com.au/a/national/product/aoun-rose-water
3828181P,Royal Fields Soup Mix Continental 500g,Royal Fields,Soup Mix Continental,4.5,$0.90 per 100G,500g,,International Foods,https://shop.coles.com.au/a/national/product/royal-fields-soup-mix-continental
7172241P,Asiago Sliced Porcini Mushrooms 10g,Asiago,Sliced Porcini Mushrooms,4.3,$4.30 per 10G,10g,,International Foods,https://shop.coles.com.au/a/national/product/asiago-sliced-porcini-mushroms
3339378P,Pattu Ajwain Seeds 100g,Pattu,Ajwain Seeds,2.7,$2.70 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/pattu-ajwain-seeds
4463485P,Bokomo Pro Nutro Original Instant Porridge Cereal 500g,Bokomo,Pro Nutro Original Instant Porridge Cereal,7.2,$1.44 per 100G,500g,,International Foods,https://shop.coles.com.au/a/national/product/bokomo-pru-nutro-cereal-original
1852571P,Grand Kafa Coffee Gold 200g,Grand,Kafa Coffee Gold,5.7,$2.85 per 100G,200g,,International Foods,https://shop.coles.com.au/a/national/product/goldcafe-minas-cafe-roasted-ground-coffee-blend
14639P,Ayam Plum Sauce 210mL,Ayam,Plum Sauce,3.5,$1.67 per 100mL,210mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-sauce-plum
2494229P,Glico Pocky Strawberry Biscuit Sticks 45g,Glico Pocky,Strawberry Biscuit Sticks,1.8,$4.00 per 100G,45g,,International Foods,https://shop.coles.com.au/a/national/product/pocky-strawberry-biscuit-sticks
9742533P,Old El Paso Jumbo Taco Kit Mild 345g,Old El Paso,Jumbo Taco Kit Mild,5.0,$1.45 per 100G,345g,,International Foods,https://shop.coles.com.au/a/national/product/old-el-paso-taco-kit-jumbo
1598331P,Chaokoh Natural Coconut Water Can 350mL,Chaokoh,Natural Coconut Water Can,1.7,$4.86 per 1L,350mL,,International Foods,https://shop.coles.com.au/a/national/product/chaokoh-coconut-water
7877586P,Kvuzat Yavne Pickled Cucumbers In Vinegar 540g,Kvuzat Yavne,Pickled Cucumbers In Vinegar,2.5,$4.63 per 1Kg,540g,,International Foods,https://shop.coles.com.au/a/national/product/kvuzat-yavne-cucumbers-in-vinegar
8309909P,Delicius Anchovies In Olive Oil 58g,Delicius,Anchovies In Olive Oil,4.5,$77.59 per 1Kg,58g,,International Foods,https://shop.coles.com.au/a/national/product/delicius-anchovies-in-olive-oil
9441628P,Eskal Bismark Herring 500g,Eskal,Bismark Herring,5.6,$11.20 per 1Kg,500g,,International Foods,https://shop.coles.com.au/a/national/product/eskal-herring-bismark
3336187P,Maggi 2 Minute Noodles Masala 560g,Maggi,2 Minute Noodles Masala,2.5,$0.45 per 100G,560g,Specials,International Foods,https://shop.coles.com.au/a/national/product/maggi-2-minute-noodles-masala
3737202P,Ottogi Jin Ramen Cup Noodle Mild 65g,Ottogi,Jin Ramen Cup Noodle Mild,1.9,$2.92 per 100G,65g,,International Foods,https://shop.coles.com.au/a/national/product/ottogi-jin-ramen-cup-nodle-mild
3984926P,Barilla Mulino Bianco Pan Di Stelle 200g,Barilla,Mulino Bianco Pan Di Stelle,4.5,$2.25 per 100G,200g,,International Foods,https://shop.coles.com.au/a/national/product/pan-di-stelle
8374784P,Jade Phoenix Shitake Mushrooms Whole 50g,Jade Phoenix Shitake,Mushrooms Whole,3.5,$0.70 per 10Kg,50g,,International Foods,https://shop.coles.com.au/a/national/product/dali-mushrooms-shitake-dried-whole
3869961P,Eskal Deli Vegetable Lasagna Sheets 255g,Eskal,Deli Vegetable Lasagna Sheets,7.5,$2.94 per 100G,255g,,International Foods,https://shop.coles.com.au/a/national/product/eskal-deli-vegetable-lasagna-shets
6920045P,Maynards Original Wine Gums Mini 75g,Maynards,Original Wine Gums Mini,1.55,$2.07 per 100G,75g,,International Foods,https://shop.coles.com.au/a/national/product/maynards-mini-original-wine-gums
3339265P,Pattu Red Chilli Powder 200g,Pattu,Red Chilli Powder,2.2,$1.10 per 100G,200g,,International Foods,https://shop.coles.com.au/a/national/product/pattu-chilli-powder-hot
1051211P,Royal Fields Rice Crackers 400g,Royal Fields,Rice Crackers,3.5,$0.88 per 100G,400g,Specials,International Foods,https://shop.coles.com.au/a/national/product/royal-fields-rice-crackers
9594538P,The Dutch Company Spiced Cookies 400g,The Dutch Company,Spiced Cookies,4.0,$1.00 per 100G,400g,,International Foods,https://shop.coles.com.au/a/national/product/the-dutch-company-spiced-cookies
2001682P,Ayam Lemon Chicken Sauce 210mL,Ayam,Lemon Chicken Sauce,3.5,$1.67 per 100mL,210mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-lemon-chicken-sauce
7230224P,Wai Wai Rice Vermicelli Large 500g,Wai Wai Rice,Vermicelli Large,2.75,$0.55 per 100G,500g,,International Foods,https://shop.coles.com.au/a/national/product/wai-wai-noodles-rice-vermicelli-large
8564510P,Gaufrettes Chocolate Coated Wafers 250g,Gaufrettes,Chocolate Coated Wafers,3.6,$1.44 per 100G,250g,,International Foods,https://shop.coles.com.au/a/national/product/gaufrettes-chocolate-wafers
9735152P,Elite Sugar Free Must Fruit Flavored Chewing Gum 30g,Elite,Sugar Free Must Fruit Flavored Chewing Gum,2.5,$8.33 per 100G,30g,,International Foods,https://shop.coles.com.au/a/national/product/must-sp-gum-fruit-sugar-free
5420998P,Squid Fish Sauce 300mL,Squid,Fish Sauce,1.6,$0.53 per 100mL,300mL,Specials,International Foods,https://shop.coles.com.au/a/national/product/squid-sauce-fish
5148712P,Bnei Darom Haruzim Green Pitted Olives 560g,Bnei Darom,Haruzim Green Pitted Olives,5.7,$10.18 per 1Kg,560g,,International Foods,https://shop.coles.com.au/a/national/product/bnei-darom-olives-green-pitted
2352439P,Kan Tong Thai Red Curry Paste 250g,Kan Tong Thai,Red Curry Paste,3.99,$1.60 per 100G,250g,,International Foods,https://shop.coles.com.au/a/national/product/kantong--thai-red-curry-paste
4432324P,Gefen Fructose Free Ketchup 794g,Gefen,Fructose Free Ketchup,7.1,$0.89 per 100G,794g,,International Foods,https://shop.coles.com.au/a/national/product/gefen-ketchup-tomato
3814052P,Gourmet Emporium Turkish Baklava 300g,Gourmet Emporium,Turkish Baklava,7.0,$2.33 per 100G,300g,Specials,International Foods,https://shop.coles.com.au/a/national/product/gourmet-emporium-turkish-baklava-3814052p
3825300P,Sera Dolmades 300g,Sera,Dolmades,3.5,$1.17 per 100G,300g,,International Foods,https://shop.coles.com.au/a/national/product/sera-dolmades
6923940P,Nola Ouma Buttermilk Rusks 500g,Nola Ouma,Buttermilk Rusks,7.35,$1.47 per 100G,500g,,International Foods,https://shop.coles.com.au/a/national/product/nola-ouma-rusks-buttermilk
5787008P,Yumi's Real-Whole Egg Mayonnaise 350g,Yumi's,Real-Whole Egg Mayonnaise,4.5,$1.29 per 100G,350g,,International Foods,https://shop.coles.com.au/a/national/product/yumis-mayonnaise-5787008p
4487392P,Bnei Darom Mini Cucumbers In Brine 560g,Bnei Darom,Mini Cucumbers In Brine,6.0,$10.71 per 1Kg,560g,,International Foods,https://shop.coles.com.au/a/national/product/bnei-darom-cucumbers-mini-in-brine
3739650P,Deka Mini Wafer Bites Durian 200g,Deka,Mini Wafer Bites Durian,4.3,$2.15 per 100G,200g,,International Foods,https://shop.coles.com.au/a/national/product/deka-mini-wafer-bites-durian
2798143P,Zahra Green Olives Pickled 1kg,Zahra,Green Olives Pickled,4.85,$4.85 per 1Kg,1kg,Specials,International Foods,https://shop.coles.com.au/a/national/product/zahra-pickled-green-olives
3744412P,Chiquillin Smoked Paprika 75g,Chiquillin,Smoked Paprika,4.35,$5.80 per 100G,75g,,International Foods,https://shop.coles.com.au/a/national/product/chiquillin-smoked-paprika
8565002P,Man Gaufrettes Chocolate Filled Wafers 500g,Man,Gaufrettes Chocolate Filled Wafers,3.95,$0.79 per 100G,500g,,International Foods,https://shop.coles.com.au/a/national/product/man-wafers-chocolate-filled
1045310P,Royal Fields Large Ord River Chickpeas 1kg,Royal Fields,Large Ord River Chickpeas,5.5,$5.50 per 1Kg,1kg,Specials,International Foods,https://shop.coles.com.au/a/national/product/ord-river-large-chickpeas
1020070P,Tragano Premium Greek Golden Peppers 440g,Tragano,Premium Greek Golden Peppers,3.4,$0.77 per 100G,440g,,International Foods,https://shop.coles.com.au/a/national/product/tragano-greek-peppers-golden
3721610P,Indomie Chitato MI Goreng Potato Chips 55g,Indomie Chitato,MI Goreng Potato Chips,1.85,$3.36 per 100G,55g,,International Foods,https://shop.coles.com.au/a/national/product/indomie-chitato-potato-chips-mi-goreng
7398674P,Gaganis Premium Black Turtle Beans 1kg,Gaganis,Premium Black Turtle Beans,6.5,$6.50 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/gaganis-beans-black-turtle
7399065P,Gaganis Beans Black Eye 1kg,Gaganis,Beans Black Eye,6.55,$6.55 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/gaganis-beans-black-eye
2154763P,Shan Chicken Tikka 50g,Shan,Chicken Tikka,1.75,$3.50 per 100G,50g,,International Foods,https://shop.coles.com.au/a/national/product/shan-r-s-mix--chicken-tikka
2486763P,Mazeltov Books & Gifts Jewish Greeting Cards each,Mazeltov Books & Gifts,Jewish Greeting Cards,3.95,$3.95 per 1Ea,each,,International Foods,https://shop.coles.com.au/a/national/product/mazeltov-books-and-gifts-jewish-greeting-cards
5462954P,Dragon & Phoenix Fried Shallots 100g,Dragon & Phoenix,Fried Shallots,2.8,$2.80 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/dragon-phoenix-shallots-fried
3263378P,Second House Products Crunchy Sweet Dumpling Powder Mix 454g,Second House Products,Crunchy Sweet Dumpling Powder Mix,4.0,$0.88 per 100G,454g,,International Foods,https://shop.coles.com.au/a/national/product/second-house-dumpling-mix
9765299P,Koh Kae Coconut Cream Flavour Coated Peanuts 265g,Koh Kae,Coconut Cream Flavour Coated Peanuts,3.1,$11.70 per 1Kg,265g,Specials,International Foods,https://shop.coles.com.au/a/national/product/koh-kae-peanuts-coconut-coated-9765299p
2155008P,Pillsbury Whole Wheat Flour 5kg,Pillsbury,Whole Wheat Flour,6.95,$1.39 per 1Kg,5kg,Specials,International Foods,https://shop.coles.com.au/a/national/product/pilsbury-wheat-flour
3902998P,Coles Organic Coconut Cream 400mL,Coles,Organic Coconut Cream,2.35,$0.59 per 100mL,400mL,,International Foods,https://shop.coles.com.au/a/national/product/organic-coconut-cream
160164P,Gross Fourre Vanilla Cream Biscuit 300g,Gross,Fourre Vanilla Cream Biscuit,3.1,$1.03 per 100G,300g,,International Foods,https://shop.coles.com.au/a/national/product/gross-fourre-biscuits-vanilla-cream
4426004P,Eskal Crackers 200g,Eskal,Crackers,4.7,$2.35 per 100G,200g,,International Foods,https://shop.coles.com.au/a/national/product/eskal-gluten-free-crackers
3562313P,La Costena Chipotle Sauce 220g,La Costena,Chipotle Sauce,3.75,$1.70 per 100G,220g,,International Foods,https://shop.coles.com.au/a/national/product/la-costena-chipotle-sauce
3725338P,Coles Asia Udon Noodles 400g,Coles,Asia Udon Noodles,1.85,$0.46 per 100G,400g,,International Foods,https://shop.coles.com.au/a/national/product/coles-asia-udon-nodles
3740626P,Glico Pocky Strawberry Value Pack 168g,Glico Pocky,Strawberry Value Pack,6.0,$3.57 per 100G,168g,,International Foods,https://shop.coles.com.au/a/national/product/glico-pocky-strawberry-value-pack
6073460P,Mae Ploy Thai Style Salad Dressing 285mL,Mae Ploy,Thai Style Salad Dressing,2.2,$0.77 per 100mL,285mL,,International Foods,https://shop.coles.com.au/a/national/product/mae-ploy-dressing-thai-salad
2352246P,Mr Fishi Matje Herring Fillets 650g,Mr Fishi,Matje Herring Fillets,11.0,$16.92 per 1Kg,650g,,International Foods,https://shop.coles.com.au/a/national/product/mr-fish-herring-fillets
9803208P,Gaganis Roasted Peanuts In Shell 500g,Gaganis,Roasted Peanuts In Shell,4.5,$9.00 per 1Kg,500g,,International Foods,https://shop.coles.com.au/a/national/product/gaganis-peanuts-in-shell
7402920P,Drava Chicken Pate 95g,Drava,Chicken Pate,1.5,$0.16 per 10G,95g,Specials,International Foods,https://shop.coles.com.au/a/national/product/drava-paste-chicken
7477908P,Kedem Natural Gold Grape Juice 650mL,Kedem,Natural Gold Grape Juice,5.8,$8.92 per 1L,650mL,,International Foods,https://shop.coles.com.au/a/national/product/kedem-natural-grape-juice
9880923P,Royal Fields Fine Semolina 1kg,Royal Fields,Fine Semolina,2.8,$2.80 per 1KG,1kg,Specials,International Foods,https://shop.coles.com.au/a/national/product/royal-fields-semolina-fine
2154956P,Haldiram's Pani Puri Box Set 275g,Haldiram's,Pani Puri Box Set,5.8,$2.11 per 100G,275g,,International Foods,https://shop.coles.com.au/a/national/product/haldirams-pani-puri-box-set
3652096P,Leiber's Classic Coconut Milk 400mL,Leiber's,Classic Coconut Milk,4.8,$1.20 per 100mL,400mL,,International Foods,https://shop.coles.com.au/a/national/product/liebers-classic-coconut-milk
3750776P,Old El Paso Bulk Enchilada Kit 1.04kg,Old El Paso,Bulk Enchilada Kit,9.0,$8.65 per 1Kg,1.04kg,Specials,International Foods,https://shop.coles.com.au/a/national/product/old-el-paso-bulk-enchilada-kit
2680530P,Coca-Cola Cherry Cola Can 355mL,Coca-Cola,Cherry Cola Can,2.15,$0.61 per 100mL,355mL,,International Foods,https://shop.coles.com.au/a/national/product/cherry-coke-can-2680530p
8214777P,Gaganis Dolmades Vine Leaves Stuffed With Rice Mediterranean Taste 400g,Gaganis,Dolmades Vine Leaves Stuffed With Rice Mediterranean Taste,3.5,$8.75 per 1Kg,400g,Specials,International Foods,https://shop.coles.com.au/a/national/product/gaganis-vine-leaves-stuffed
8931938P,Ong's Hoisin Sauce 227g,Ong's,Hoisin Sauce,2.75,$1.21 per 100G,227g,,International Foods,https://shop.coles.com.au/a/national/product/ongs-sauce-hoisin
5252769P,Indomie Chicken Flavour Instant Noodles 70g,Indomie,Chicken Flavour Instant Noodles,0.7,$1.00 per 100G,70g,,International Foods,https://shop.coles.com.au/a/national/product/indo-mie-noodles-chicken
3736924P,Double Phoenix Vermicelli Bean 200g,Double,Phoenix Vermicelli Bean,1.4,$0.70 per 100G,200g,,International Foods,https://shop.coles.com.au/a/national/product/double-phoenix-vermicelli-bean
9434677P,Hakubaku Organic Udon Noodles 270g,Hakubaku,Organic Udon Noodles,2.95,$1.09 per 100G,270g,Specials,International Foods,https://shop.coles.com.au/a/national/product/hakubaku-noodles-udon-organic
3335355P,Katoomba All In One Chutney 220g,Katoomba,All In One Chutney,3.5,$1.59 per 100G,220g,,International Foods,https://shop.coles.com.au/a/national/product/katoomba-all-in-one-chutney
6801035P,Ayam Honey & Soy Sauce 210mL,Ayam,Honey & Soy Sauce,3.5,$1.67 per 100mL,210mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-sauce-honey-soy
3557550P,Colgin Chipotle Liquid Smoke 118mL,Colgin,Chipotle Liquid Smoke,5.4,$4.58 per 100mL,118mL,Specials,International Foods,https://shop.coles.com.au/a/national/product/colgin-liquid-smoke-chipotle
3263221P,Green Leaf Sliced Pickled Turnips 1kg,Green Leaf,Sliced Pickled Turnips,4.3,$4.30 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/greenleaf-pickled-turnips
6635140P,Eskal Rice Noodles Sticks Medium 400g,Eskal,Rice Noodles Sticks Medium,2.95,$0.74 per 100G,400g,,International Foods,https://shop.coles.com.au/a/national/product/eskal-rice-noodles-sticks
3741174P,Yum Yum Instant Noodles Spicy Seafood 350g,Yum Yum,Instant Noodles Spicy Seafood,3.5,$1.00 per 100G,350g,Specials,International Foods,https://shop.coles.com.au/a/national/product/yum-yum-instant-nodles-spicy-seafod
5112170P,Snider Egg Farfel No 1 Carmel Noodles 250g,Snider,Egg Farfel No 1 Carmel Noodles,2.85,$1.14 per 100G,250g,,International Foods,https://shop.coles.com.au/a/national/product/sniders-carmel-noodles-egg-farfel-no-1
1404377P,Hot Kids Want Want Rice Crackers Shelly Senbei 150g,Hot Kids,Want Want Rice Crackers Shelly Senbei,3.3,$2.20 per 100G,150g,,International Foods,https://shop.coles.com.au/a/national/product/hot-kid-rice-crackers-senbei-original
3339185P,Pattu Coriander Powder 200g,Pattu,Coriander Powder,2.2,$1.10 per 100G,200g,,International Foods,https://shop.coles.com.au/a/national/product/pattu-coriander-powder
1855809P,Olympian Vanilla Twists Koulourakia Greek Biscuits 250g,Olympian,Vanilla Twists Koulourakia Greek Biscuits,3.5,$1.40 per 100G,250g,Specials,International Foods,https://shop.coles.com.au/a/national/product/olympian-koulourakia
2017434P,OBAP Sweet Potato Noodles 100g,OBAP,Sweet Potato Noodles,1.55,$1.55 per 100G,100g,Specials,International Foods,https://shop.coles.com.au/a/national/product/sempio-sweet-potato-noodles
3736855P,Amoy Dark Soy Sauce 500mL,Amoy,Dark Soy Sauce,5.9,$1.18 per 100mL,500mL,,International Foods,https://shop.coles.com.au/a/national/product/amoy-dark-soy-sauce-3736855p
3801345P,Mission Chunky Medium Salsa 300g,Mission,Chunky Medium Salsa,4.0,$1.33 per 100G,300g,Specials,International Foods,https://shop.coles.com.au/a/national/product/mission-chunky-medium-salsa
3800444P,Mission Deli Style Tortilla Rounds 500g,Mission,Deli Style Tortilla Rounds,5.5,$1.10 per 100G,500g,,International Foods,https://shop.coles.com.au/a/national/product/mission-deli-style-tortilla-rounds
2617894P,Pattu Fine Rice Flour 1kg,Pattu,Fine Rice Flour,3.4,$3.40 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/pattu-rice-flour-2617894p
8870287P,Kan Tong Hokkien Wok Ready Noodles 440g,Kan Tong Hokkien,Wok Ready Noodles,2.99,$0.68 per 100G,440g,Specials,International Foods,https://shop.coles.com.au/a/national/product/kan-tong-inspirations-noodles-hokkien
3735648P,Coles Asia Egg Noodles Thick 340g,Coles,Asia Egg Noodles Thick,2.0,$0.59 per 100G,340g,,International Foods,https://shop.coles.com.au/a/national/product/coles-asia-egg-nodles-medium
5457874P,Osem BBQ Flavour Bissli Snacks 70g,Osem,BBQ Flavour Bissli Snacks,1.3,$1.86 per 100G,70g,,International Foods,https://shop.coles.com.au/a/national/product/osem-bissli-snacks-bbq-flavour
6800779P,100 Plus Isotonic Drink Can 325mL,100 Plus,Isotonic Drink Can,1.3,$4.00 per 1L,325mL,,International Foods,https://shop.coles.com.au/a/national/product/100-plus--drink-isotonic
2373530P,La Costena Chipotle In Adobo Sauce 230g,La Costena,Chipotle In Adobo Sauce,3.5,$1.52 per 100G,230g,Specials,International Foods,https://shop.coles.com.au/a/national/product/la-costena-chipotle-in-adobo-sauce
7179230P,Shneiders Danish Style Biscuit 200g,Shneiders,Danish Style Biscuit,4.2,$2.10 per 100G,200g,,International Foods,https://shop.coles.com.au/a/national/product/shneiders-biscuit-danish-style
6799793P,Pandaroo Fruit Jelly Mini Cups 20 pack 380g,Pandaroo,Fruit Jelly Mini Cups 20 pack,1.6,$0.42 per 100G,380g,Specials,International Foods,https://shop.coles.com.au/a/national/product/pandaroo-fruit-jelly-mini-cups
6799829P,Pandaroo Chinese Cooking Wine 375mL,Pandaroo,Chinese Cooking Wine,3.5,$0.93 per 100mL,375mL,,International Foods,https://shop.coles.com.au/a/national/product/pandaroo-wine-chinese-cooking
9882587P,Royal Fields Zaatar 500g,Royal Fields,Zaatar,9.0,$1.80 per 100G,500g,,International Foods,https://shop.coles.com.au/a/national/product/royal-fields-zaatar
2797683P,Queen's Diamond Pitted Dates 250g,Queen's Diamond,Pitted Dates,2.2,$0.88 per 100G,250g,,International Foods,https://shop.coles.com.au/a/national/product/queens-diamond-dates
5030450P,Old El Paso Fajita Kit Mild 485g,Old El Paso,Fajita Kit Mild,5.0,$1.03 per 100G,485g,,International Foods,https://shop.coles.com.au/a/national/product/old-el-paso-fajita-kit
1032294P,Elite Mini Pesek Zman Multipack 400g,Elite,Mini Pesek Zman Multipack,10.65,$2.66 per 100G,400g,,International Foods,https://shop.coles.com.au/a/national/product/elite-pesek-zman-mini-multipack
2287111P,Beit Yitzchok Natural Strawberry Jam 284g,Beit Yitzchok,Natural Strawberry Jam,6.85,$2.41 per 100G,284g,,International Foods,https://shop.coles.com.au/a/national/product/beit-yitzhak-natural-pure-frt-jam-strbery
2157262P,Indya Crown Basmati Rice 5kg,Indya,Crown Basmati Rice,10.5,$2.10 per 1Kg,5kg,,International Foods,https://shop.coles.com.au/a/national/product/indya-crown-basmati-rice
2931946P,Colman's Mint Sauce 165g,Colman's,Mint Sauce,4.0,$2.42 per 100G,165g,,International Foods,https://shop.coles.com.au/a/national/product/colmans-mint-sauce
5293041P,Old El Paso Hard 'N Soft Taco Kit Mild 350g,Old El Paso,Hard 'N Soft Taco Kit Mild,5.0,$1.43 per 100G,350g,Specials,International Foods,https://shop.coles.com.au/a/national/product/old-el-paso-taco-kit-hard-n-soft
3544162P,Louisiana Gumbo Base Mix 141g,Louisiana,Gumbo Base Mix,6.0,$4.26 per 100G,141g,,International Foods,https://shop.coles.com.au/a/national/product/louisiana-gumbo-base-mix
3652121P,Haddar Sweet Whole Baby Corn 410g,Haddar,Sweet Whole Baby Corn,3.8,$0.93 per 100G,410g,,International Foods,https://shop.coles.com.au/a/national/product/haddar-sweet-whole-baby-corn
2154730P,Shan Biryani 50g,Shan,Biryani,1.75,$3.50 per 100G,50g,,International Foods,https://shop.coles.com.au/a/national/product/shan-r-s-mix--biryani
1720399P,Benny's Crunchy Peanut Butter 800g,Benny's,Crunchy Peanut Butter,9.3,$1.16 per 100G,800g,,International Foods,https://shop.coles.com.au/a/national/product/bennys-crunchy-peanut-butter-1720399p
4402742P,Kemach Chow Mein Fine Noodles 283g,Kemach,Chow Mein Fine Noodles,5.0,$1.77 per 100G,283g,,International Foods,https://shop.coles.com.au/a/national/product/kemach-noodles-chow-mein-fine
3339414P,Pattu Yellow Split Peas 1kg,Pattu,Yellow Split Peas,2.9,$2.90 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/pattu-yellow-split-peas
